time (s),thrust (m/s^2),acc (m/s^2),rotation rate (rad/s)
45.28,0.932186529,-0.145692475,0.67346967
45.29,2.070095505,1.159116354,-0.757768526
45.3,1.545908712,-1.125393917,-0.438232351
45.31,1.630096944,0.618872343,-0.187472746
45.32,0.422031661,-1.200720754,0.803076839
45.33,1.175647975,-0.794795378,0.985448162
45.34,0.251645565,-0.634773655,1.143318923
45.35,-0.197305181,0.95654013,-0.385082257
45.36,0.268700165,0.181582227,0.19855705
45.37,0.34751856,0.510164755,0.316211796
45.38,0.365900189,-1.728898825,0.505078372
45.39,1.002479862,0.313133286,-0.581671509
45.4,2.084328048,-0.951595625,0.1738915
45.41,0.492385015,0.741029766,-0.589262577
45.42,2.022313692,0.468089023,0.461807237
45.43,1.885126279,-1.140095565,-0.303460648
45.44,0.743878185,-0.239118869,0.674780299
45.45,0.946599437,-0.61116994,-0.825895105
45.46,0.301014292,0.513241055,-0.009437655
45.47,1.705821782,0.943572922,0.107948853
45.48,-0.671505325,0.552626545,-0.248709549
45.49,0.316542361,1.069412289,0.525646566
45.5,1.459025058,-2.483512162,-0.390514574
45.51,0.73374268,-0.666145279,0.956319813
45.52,0.250362971,0.1118242,-0.5559141
45.53,1.708449535,0.201199622,0.125921122
45.54,0.377604469,0.218382842,-0.045378461
45.55,0.513512436,-1.026559643,0.175070473
45.56,0.6423935,0.216818695,-0.478224404
45.57,1.436886778,-0.704042933,-0.085351047
45.58,1.459440903,0.452118595,-0.318859991
45.59,-0.286391698,0.34386855,0.201515401
45.6,-0.029602049,0.297919771,-0.230678872
45.61,0.901174489,-0.160712496,0.527551616
45.62,0.231727574,-0.182196961,0.077967335
45.63,0.866211814,0.308826847,-0.337872252
45.64,0.458298866,1.593976685,-0.743085281
45.65,0.099634267,0.376600366,-0.597519946
45.66,0.033572456,1.304169668,-0.536901286
45.67,0.260647655,0.087786257,-0.153700264
45.68,2.68245114,-0.734538376,-1.172411265
45.69,0.704651954,0.101860553,0.544309494
45.7,0.649866107,-0.991168106,-0.46358003
45.71,2.85526451,-0.218517996,-0.363768317
45.72,0.551547963,-0.077771608,-0.256894281
45.73,1.871015903,0.489149964,-0.109256663
45.74,1.091320554,-1.140111316,-0.356843592
45.75,-0.258053503,-1.979016912,-0.376275328
45.76,-0.21647744,-0.895733985,0.841500456
45.77,0.545254705,0.524165723,-0.053385584
45.78,0.965235055,0.137712018,0.075533755
45.79,-0.130114689,-0.042482324,-0.587093556
45.8,0.243309917,-1.593726833,-0.22239018
45.81,0.789806042,-0.744217662,-0.202361415
45.82,2.137708088,-0.775205304,0.056148227
45.83,0.50955428,-1.083733602,0.260698531
45.84,1.349816998,0.574009113,-0.35491376
45.85,0.724489657,0.878116014,0.126289068
45.86,-0.217607442,0.490273408,-0.200407405
45.87,0.847402987,0.796012217,-0.556949207
45.88,2.138300943,-0.03350694,-0.32716038
45.89,0.153803616,0.083445445,-0.342772297
45.9,1.444829879,-2.171819103,-0.595604548
45.91,1.491653342,0.320684511,-0.391340004
45.92,0.852817556,0.304757462,-0.054075967
45.93,1.228315621,-0.521745321,-0.851090473
45.94,0.115449608,0.381723662,-1.431647031
45.95,0.428868428,-0.20121197,0.066386431
45.96,2.516070573,-0.785652119,-0.957355516
45.97,0.691377386,0.085945067,0.176305491
45.98,0.467631932,-0.82702398,0.782795013
45.99,-0.147640446,1.215798282,-0.428322561
46,0.363086349,-0.789093176,0.064960198
46.01,0.23605771,1.58183457,0.567527107
46.02,2.264554226,0.42962404,0.494487171
46.03,0.459935761,-1.236941451,-0.277008863
46.04,2.130022116,0.110273687,-0.894660988
46.05,0.789194216,0.875518046,-0.169734111
46.06,0.214536046,-0.926541676,0.292175146
46.07,-0.860622439,-1.718887896,-1.398166362
46.08,0.271730603,-0.263571589,-0.493818664
46.09,0.969933302,0.365963192,-0.805079616
46.1,0.919545334,0.275527446,-0.390405494
46.11,0.000902941,0.788945788,0.060130656
46.12,0.620782343,-0.037368732,-0.46885684
46.13,0.575963596,-0.494889196,-0.540300732
46.14,0.203515266,-0.79976622,0.020545886
46.15,-0.370388703,0.454627145,-0.900537183
46.16,-0.538456819,-0.875590831,-0.272784808
46.17,0.758914714,0.389556274,-1.098346339
46.18,0.719728536,0.328836526,-1.197958524
46.19,-0.315691639,-0.749247426,-0.413241944
46.2,2.879907753,-2.432685769,-0.139175798
46.21,2.018472897,0.866836275,-0.171237766
46.22,0.544048521,-1.463718429,-0.321265244
46.23,2.12274489,0.027413841,-0.279705723
46.24,1.62576388,0.058118687,0.601209275
46.25,1.100558305,0.031424421,-0.834067568
46.26,1.606433531,-0.322913356,-1.332800763
46.27,1.713588548,-0.024876351,0.440520631
46.28,1.426433679,0.49199364,0.148345909
46.29,2.147569958,-0.207824616,-0.111557398
46.3,0.324426276,-1.16202412,-1.139036254
46.31,1.2830308,-0.129406545,-0.649665423
46.32,0.145184523,-0.23829379,-0.710017358
46.33,1.184008863,-0.234949505,-0.292336887
46.34,0.050406526,0.241510231,0.370126709
46.35,0.796785736,0.315105806,-0.001831324
46.36,-0.574102255,-1.231839571,0.635937134
46.37,1.945289011,0.99882099,-0.616649778
46.38,1.491834417,0.442517635,-0.423686388
46.39,1.202870691,-0.567022101,0.461791141
46.4,1.959737367,0.133055372,0.165004517
46.41,0.300268205,-0.812114852,-0.530200994
46.42,1.902135419,-1.302509021,0.800005078
46.43,1.905737986,1.32904536,-0.694491877
46.44,2.120457227,1.312199596,-0.438209487
46.45,1.356313642,-0.139961843,0.630806383
46.46,1.332325697,0.900150861,0.108948157
46.47,-0.758863154,0.46507381,-1.298086737
46.48,0.329333311,-0.194029025,0.033763385
46.49,0.424742916,0.940412528,0.658219275
46.5,1.796774912,0.175407359,0.379239737
46.51,1.281200704,0.883059848,-0.017705541
46.52,0.024012746,-0.501531266,0.003443321
46.53,0.114263686,0.193964507,0.487684839
46.54,1.120267679,-0.07978812,-0.052498678
46.55,0.186125135,-1.16067838,0.289974396
46.56,2.182741854,2.602407907,-0.058823219
46.57,1.029970281,1.40300954,-0.065688698
46.58,-1.854535877,0.537026871,-0.726655452
46.59,0.282815796,-0.370808239,-0.633896087
46.6,1.628217194,0.869767494,-1.229825831
46.61,0.230020964,-2.007498202,-0.225154528
46.62,-0.279817279,1.226717123,-0.307779517
46.63,1.450588474,-0.470071569,-0.202162093
46.64,1.949394801,-1.40535719,0.204920655
46.65,0.625079768,0.958098718,-0.68329547
46.66,0.809443444,0.675570613,0.468931707
46.67,0.090862341,0.621881724,-0.713914883
46.68,0.829744622,-1.074855261,0.95915369
46.69,0.255221571,0.857590482,-0.86795244
46.7,1.378776772,-0.688105562,0.289268557
46.71,-0.074110629,-0.151819911,-0.245294112
46.72,-0.84591254,-1.469170429,-0.255351201
46.73,0.750835242,-0.776998477,-0.328164089
46.74,2.13330702,1.164675076,0.526592863
46.75,-0.168861916,-1.691464539,-0.29746793
46.76,2.059528225,0.882558267,0.354634269
46.77,-0.442487754,-1.408578198,-0.372383045
46.78,1.771443286,0.884348706,0.433721303
46.79,0.999105942,0.104491499,-0.23645008
46.8,1.164814415,0.394718121,0.592427283
46.81,-0.145098519,0.075665722,0.060161144
46.82,2.015453958,-0.297070305,-0.828585823
46.83,0.594753741,0.098053288,0.310193426
46.84,0.866990601,1.177203186,-0.203070339
46.85,0.473994671,-0.84168143,0.809322726
46.86,0.930675033,-0.796841725,-0.692469438
46.87,0.088353298,-1.024881304,0.764310926
46.88,0.284530426,0.324678826,0.26044272
46.89,0.35388728,0.674970883,-0.120610449
46.9,2.051873904,-1.136589269,0.407594864
46.91,1.166673174,0.613879429,0.173661498
46.92,1.244415625,0.148080779,0.899567417
46.93,1.962947688,0.096777808,-0.509733605
46.94,1.117883092,0.776136825,0.074449653
46.95,1.586867669,0.661699137,-0.039759618
46.96,1.234000928,-0.060307716,0.123146156
46.97,1.074000094,0.324848162,-0.061867331
46.98,0.701386485,-0.663814097,0.359127162
46.99,1.039473763,1.138916166,-0.061308055
47,-0.314095305,0.067116703,-0.584488331
47.01,1.902802654,-0.868046919,1.015831602
47.02,1.58353324,1.04803589,-0.297406835
47.03,1.143982127,0.031958398,-0.741969174
47.04,0.102670224,-0.269333776,-0.548041912
47.05,0.08421857,-0.418844601,-0.825380641
47.06,1.317113557,1.226285483,-0.626389043
47.07,0.958197871,-0.944918777,-1.131011318
47.08,2.466008635,-0.27654068,-0.056150263
47.09,1.006960554,-1.50069029,-0.547478519
47.1,1.61906218,0.232023969,-0.609477777
47.11,0.250754118,-0.718418624,-0.099035952
47.12,1.03688814,-0.754860188,0.172231808
47.13,0.369061309,-0.15091628,-0.733188322
47.14,1.138169027,-0.412779885,-0.329832302
47.15,0.81674572,-1.24594829,-0.471653872
47.16,2.022018676,-0.068144941,-0.775493016
47.17,2.321285057,0.401692241,-0.55066494
47.18,0.421101377,0.457092463,0.159694128
47.19,1.196141019,-0.969883411,0.159576779
47.2,0.704101956,-0.524530927,-0.926269055
47.21,1.639002945,0.612984136,0.050015902
47.22,0.650836107,-0.964656773,0.594107464
47.23,0.39078259,-0.380079164,0.31009733
47.24,2.061278162,0.46132876,0.158423033
47.25,1.771937151,0.731853073,0.787253096
47.26,0.630658681,0.987832962,0.279390676
47.27,0.907579726,-0.356987933,-0.448830764
47.28,0.897224552,0.233733207,0.348911279
47.29,1.283081174,-0.33603739,0.680339865
47.3,0.066339876,-1.389857517,0.835805305
47.31,0.651402545,1.161964937,0.597720346
47.32,0.154970307,1.288073184,-0.022494577
47.33,0.690774384,0.702250324,-0.533295117
47.34,0.971028064,0.56422317,-1.044170545
47.35,1.91956834,-0.21650025,-0.842396799
47.36,0.371617771,0.60073215,0.366242929
47.37,0.124868064,-0.247910312,-0.090625628
47.38,0.842491228,-1.081154327,0.042255285
47.39,1.877794211,1.125640039,0.578111837
47.4,1.551019564,-0.328710342,-0.760330447
47.41,-1.589771305,0.503245874,-0.466016839
47.42,0.437325321,1.803367947,0.041623437
47.43,2.507261951,1.280329611,0.446783609
47.44,1.02275728,-0.283970346,-0.692740653
47.45,1.109109536,-0.48927745,-0.03436638
47.46,1.946797578,-0.506069282,-0.816237108
47.47,1.74566018,0.021425333,-0.224607176
47.48,1.243124786,0.453412995,0.163653099
47.49,0.690170664,-0.055412579,-0.249276829
47.5,-0.874043581,-0.949350602,0.416673887
47.51,1.262814531,-0.336190307,-0.631367676
47.52,1.797318997,0.368081412,-0.030103571
47.53,0.06818451,1.126276237,0.273159989
47.54,2.011721147,0.214608859,0.037634375
47.55,1.351635754,-0.229920683,0.506317634
47.56,1.059260051,0.693053771,0.341553139
47.57,2.569853903,0.64448504,-0.110801827
47.58,2.715431288,-1.30868371,-0.314411136
47.59,0.408283418,0.184258237,0.270196244
47.6,0.458594194,0.066787612,0.319850656
47.61,0.291937755,-0.188334373,0.990343164
47.62,1.97627299,-0.049836073,0.429433053
47.63,0.768580176,1.547841054,-1.275066483
47.64,0.604597871,2.013533052,0.155138826
47.65,2.829774563,-0.296461825,0.235196927
47.66,2.090981067,-0.676902572,0.496023188
47.67,-0.005407148,0.31014427,-0.147467605
47.68,2.065111335,0.886861662,-0.193462244
47.69,-0.230871798,-0.292679882,-0.729762967
47.7,0.759118804,-0.115697696,-0.591232202
47.71,0.667945329,-0.744687982,-0.16644732
47.72,0.568305431,-1.888585482,0.239136787
47.73,1.627900783,-1.587825309,0.536548664
47.74,-0.528348893,0.195962607,1.018896894
47.75,1.368295189,-0.000702263,-0.627527135
47.76,2.601343087,0.326817206,-0.380358893
47.77,0.23923217,1.923939871,-0.32844393
47.78,0.76506757,-0.424517832,-0.615326666
47.79,0.537070445,1.238956635,0.357554109
47.8,0.823365898,1.237538686,0.340476156
47.81,1.190891599,-0.424997741,-0.691330542
47.82,-1.318011343,-1.177612417,-0.280306346
47.83,-0.231652345,-1.185702514,-0.348736078
47.84,0.726554923,-0.485733074,0.568536083
47.85,-0.237731168,1.211841914,0.8326631
47.86,-0.652226152,-0.445341085,-0.132998032
47.87,-0.080982909,0.392961075,0.655315819
47.88,2.307641484,1.862910039,-0.226942698
47.89,0.871373179,-1.077524333,0.583464093
47.9,1.84835712,0.838124273,-0.908964661
47.91,1.00793646,-0.725341981,-0.091803905
47.92,0.811242515,0.905642948,0.036796588
47.93,-0.842524494,2.158615785,-0.090465929
47.94,1.985859251,-1.139925137,-0.311518745
47.95,1.952722723,-0.397954422,-0.404476266
47.96,-0.28540744,0.72248657,0.389063073
47.97,-0.237993864,0.795421323,0.711001964
47.98,1.919011149,-0.052321932,-0.41946303
47.99,0.44257054,-1.587514188,0.476391899
48,-0.012201856,-0.438654535,0.592857747
48.01,0.855630387,-0.273053492,0.50286718
48.02,0.988189242,-0.785975394,0.171489097
48.03,0.855708645,-0.739229033,1.486328874
48.04,1.554929076,-2.188961336,0.789032461
48.05,1.000516963,0.009212737,0.896317876
48.06,0.101180922,-0.463545711,0.022438792
48.07,0.816940784,-0.961616423,-0.109334558
48.08,0.99277792,0.361103833,-0.498017805
48.09,2.497463163,-0.010130502,1.009873868
48.1,1.732362468,0.467960788,0.962397714
48.11,2.095392611,-0.573120058,0.635469033
48.12,0.603906544,-1.97593047,-0.251896339
48.13,1.033864658,0.123455661,0.283782741
48.14,0.665574364,-0.26886791,-0.219862167
48.15,0.551755548,-1.088705789,-0.130024689
48.16,2.00775206,-0.578841666,0.538424401
48.17,0.764798473,-1.825726704,0.018433852
48.18,0.012990274,0.103315115,-0.80032855
48.19,1.54915773,-1.484230651,0.387022183
48.2,0.018307539,1.051791997,-0.079135855
48.21,-0.606764488,-0.269108298,0.811949871
48.22,0.837284785,-0.74970214,0.040236871
48.23,1.71562457,-0.259861818,0.087714937
48.24,0.090588888,0.408926749,-0.516863362
48.25,1.115709932,0.848175695,-0.397151723
48.26,0.642802831,0.268150034,0.414858867
48.27,1.042289568,1.431462892,0.179663265
48.28,0.686463088,0.112664455,-0.667602648
48.29,0.621440936,0.272812737,0.261752813
48.3,0.065051531,-0.707020972,-0.249109684
48.31,0.234651071,0.131331739,-0.047219207
48.32,0.680627994,0.330659848,0.11860078
48.33,2.025396549,-0.402404549,-0.327045525
48.34,1.420240559,-0.531432033,0.372385975
48.35,1.767204644,0.584081047,0.659426353
48.36,1.550927676,-0.687702262,0.927220849
48.37,0.217192257,-0.711323599,0.316558583
48.38,0.482762801,1.887280974,-0.274795348
48.39,1.655221839,0.155705725,-0.002357582
48.4,2.166633121,-1.700018726,0.225862646
48.41,0.655447752,0.050883663,0.283051723
48.42,0.905720685,0.758892819,-0.067272257
48.43,-0.53145672,-0.829291473,-0.622527799
48.44,0.882951688,0.294424299,1.219558736
48.45,0.233907851,-0.184195465,0.210597686
48.46,1.977483544,-0.479386404,0.307052964
48.47,0.676981298,-1.174333356,0.516709812
48.48,0.659599881,-0.359526182,-0.429494066
48.49,1.251973079,0.493376819,-0.048931408
48.5,1.429027371,-0.089670073,0.571926071
48.51,-0.28557614,-1.246942545,-0.477106587
48.52,0.714231037,0.435599011,-0.357650004
48.53,-1.69956206,-0.648359169,0.353148465
48.54,0.32199157,-0.072394301,-0.493421244
48.55,-1.576392338,0.193448936,-0.142075983
48.56,0.917395371,-0.927770397,-0.263465864
48.57,1.710171128,-0.069744499,0.070487489
48.58,0.924183228,0.385668002,-0.717298048
48.59,1.899717514,-2.101874381,0.792202868
48.6,0.5293709,0.570368181,-0.007647013
48.61,1.151150857,0.661249197,1.139390071
48.62,0.246918807,-0.1715333,0.096792115
48.63,0.08191679,1.053069291,-0.12015095
48.64,1.096231129,0.459880925,-0.289767496
48.65,1.674883707,-0.457461439,-0.24325139
48.66,0.736176697,-0.692505866,-0.299903174
48.67,-0.547998175,0.403101725,0.391305708
48.68,0.959387926,-1.296274696,-0.036552875
48.69,1.531735072,0.833262434,-0.12844542
48.7,0.827113999,0.404486836,0.054582127
48.71,0.317870328,-0.469491187,-0.532837801
48.72,2.642823934,-0.555079069,0.511354109
48.73,2.426820509,-0.074049615,-0.132355151
48.74,0.988581875,-0.50163331,-0.010805123
48.75,1.542199144,-0.604633289,-0.360579557
48.76,-1.297566435,-1.379589529,0.153615266
48.77,1.096058641,-1.307056732,-0.376904584
48.78,-0.28744096,1.258992516,-0.916550773
48.79,0.361694592,-1.335686378,-0.082326841
48.8,1.234215489,-1.459735098,-0.758774884
48.81,0.788476429,0.072845391,-0.119171389
48.82,1.436772771,-0.0140215,0.286567783
48.83,0.508132596,-0.556881429,-0.108024895
48.84,0.814795436,0.364863616,-0.108861772
48.85,-0.360155747,-0.0071285,0.38008475
48.86,0.202519989,-0.302805054,0.19910313
48.87,1.302958727,-0.503272212,0.279039609
48.88,1.590666662,-0.352517422,0.100729081
48.89,-0.109393719,-0.746591632,-0.029039033
48.9,1.605277162,-1.990962321,-0.426260687
48.91,1.458611871,1.819687407,-0.884202775
48.92,1.727895581,-0.018274363,-0.69466624
48.93,-1.141551771,-1.300014577,-0.019539175
48.94,0.824783354,-0.146824891,1.08912232
48.95,-0.291675566,-1.656851519,0.177918437
48.96,0.552430146,0.072127305,1.0530398
48.97,-0.05831865,-0.291779649,-0.084733544
48.98,-0.102894768,0.604764681,-0.503345381
48.99,0.817253409,-0.900382802,-0.698330746
49,1.352250031,0.538802744,1.032832744
49.01,-0.031465195,-0.783704271,-0.738963565
49.02,-0.448137539,-1.653900322,-0.357072147
49.03,0.560884043,0.845129255,-0.459045514
49.04,-0.247695005,0.25000552,-0.044744819
49.05,-0.435424958,-0.264053035,0.55784852
49.06,-0.465388424,-0.202324638,0.933646796
49.07,0.568836672,0.28158451,-0.301776412
49.08,0.419636046,1.373574818,0.808982618
49.09,0.445887039,0.32219299,-1.434249275
49.1,-0.264755857,-1.21146907,0.81653543
49.11,0.343300951,0.111127968,-0.113181102
49.12,0.320145576,0.180686084,-0.507695719
49.13,-0.863541808,0.887980556,-0.816616212
49.14,0.90267169,0.858350302,0.41721997
49.15,1.955148666,0.231975346,-0.447347497
49.16,1.528692951,0.256356912,0.000661156
49.17,-0.871210689,-2.46399011,-1.323385658
49.18,-0.003208089,-1.220512295,-0.055536669
49.19,-0.058338801,-0.15970611,0.236877438
49.2,1.605342625,-1.529724394,-0.379520747
49.21,0.402213206,1.210032084,0.143954844
49.22,-0.895635718,-1.324394889,-0.51787371
49.23,0.028530527,-0.460195714,1.199318257
49.24,0.51688669,-0.271124928,0.007244107
49.25,1.134457426,-1.035768217,-0.360844789
49.26,0.711213369,-0.159156326,0.700604648
49.27,0.879581756,0.3610985,1.05721611
49.28,0.313873385,-0.062425087,-0.759617522
49.29,1.263371141,-0.760430994,-0.025907961
49.3,-0.45529179,-1.682638387,0.37257597
49.31,-1.133101918,1.270439518,1.004608845
49.32,-0.294735108,0.939809285,-0.126425175
49.33,0.967518811,-1.099250967,-0.071409359
49.34,-0.24786243,-1.515113866,-0.953363846
49.35,0.826240489,-0.392616146,-0.221431069
49.36,-0.068842658,-0.975507231,0.054831884
49.37,0.012020184,-2.052338321,-0.269391754
49.38,1.716509743,-0.032249062,0.93640778
49.39,-1.016149782,-0.703369323,0.5688184
49.4,-0.069970123,0.611515029,-0.301012571
49.41,0.394807139,0.455504619,0.14509857
49.42,0.22179833,-0.687984043,-0.810969439
49.43,-0.683874299,-0.835025009,0.168320765
49.44,0.318680382,-0.574589788,-0.115151554
49.45,0.633367012,-1.1345036,0.44353254
49.46,-0.175647653,1.538043358,-0.862186347
49.47,0.531960686,-0.535669549,-0.870066546
49.48,0.249511674,0.486556492,0.048046545
49.49,-0.856962938,-0.243103216,0.485991557
49.5,0.622769122,-0.124098994,-0.039753793
49.51,1.396490766,-0.034486141,-0.211927974
49.52,-0.422897435,-0.68096223,0.03596667
49.53,2.023277875,0.07892957,0.551320139
49.54,0.978338849,0.411617863,0.464797222
49.55,1.275199837,0.158897683,-0.191745356
49.56,-0.784679224,-2.051618125,0.750192356
49.57,0.121687155,0.043130166,-0.578347556
49.58,0.57996841,-1.392114703,0.114110502
49.59,1.547416616,-1.62545704,-0.217252965
49.6,-0.182195788,-1.2256245,-0.307186635
49.61,0.524507522,0.289108369,-0.40067966
49.62,1.164311869,-0.048137284,0.404962851
49.63,-0.734146899,0.554480145,0.450449625
49.64,0.271780568,0.286841825,-0.146631302
49.65,-1.614768536,-1.464651735,0.251866041
49.66,1.667283114,-1.328370785,0.254227924
49.67,-0.834862233,0.439076899,-0.658316236
49.68,0.099616598,-0.278297732,0.293715159
49.69,0.120709944,0.159731738,0.451749061
49.7,0.573800775,-0.881821341,-0.250429547
49.71,2.074660344,1.079388742,0.887282134
49.72,0.420685059,0.835688936,0.467971972
49.73,1.301171923,-0.44260885,0.061385761
49.74,-0.797392126,-1.606532153,-0.199567297
49.75,0.847805876,-0.680488012,-0.179821839
49.76,0.504562495,-0.845950182,0.458822461
49.77,1.241063467,-0.188553146,0.188057296
49.78,1.988275923,-0.032966127,0.148475735
49.79,1.876962779,1.148211036,-0.481018855
49.8,-0.99129635,1.320445722,-0.175199479
49.81,0.763561945,1.441276426,0.690653356
49.82,-0.309949287,0.596772359,0.057655555
49.83,0.348751786,-0.663944982,-0.719554237
49.84,1.750770023,-0.273842031,-0.085855875
49.85,-1.083661589,-1.121048434,0.26910895
49.86,0.224676231,-0.140323563,0.086173597
49.87,0.726972402,-0.248020713,-0.259461971
49.88,-0.449080233,0.221464916,-0.632520129
49.89,0.000703795,0.169401835,0.570838089
49.9,-0.564032902,0.183201914,-0.277000745
49.91,-0.104021589,1.084205477,-0.051070096
49.92,0.104558314,-0.706186343,1.087994821
49.93,-0.792939665,0.115901537,-0.750870271
49.94,-0.663792418,0.501153925,0.563533155
49.95,-1.010053367,-0.745051207,0.644364679
49.96,-0.320533476,0.545285619,-0.04592984
49.97,-0.25696974,0.030574206,0.371549414
49.98,1.503489315,-1.630731834,-0.50632545
49.99,1.202648345,-1.145744448,1.172033159
50,-0.003524597,0.737365014,0.079331788
50.01,1.737622729,-0.800841894,-0.769688696
50.02,-0.361416815,-0.356307692,-0.545376221
50.03,0.630155659,-0.486202111,0.654108761
50.04,1.028672828,-0.505826444,0.515964952
50.05,-0.2911586,0.14399758,-0.200549255
50.06,-0.902914783,-0.614475554,-0.077353088
50.07,-0.717876014,-0.738570384,0.338733299
50.08,-0.430673595,-0.351078444,0.397289971
50.09,-0.230051805,0.100000927,0.138897908
50.1,-0.235198005,-0.843256175,-0.528938777
50.11,-1.62711939,0.505174443,-0.830586469
50.12,1.104792097,-0.853836753,-0.004692531
50.13,1.12232067,-0.861807365,0.194224407
50.14,-0.544842801,0.00650002,-0.518258588
50.15,-1.06012904,-1.074612567,0.44994009
50.16,-0.590740604,-0.013503995,0.873793528
50.17,-1.110757983,-0.188237483,0.137921664
50.18,1.159692636,0.95325327,-0.211918844
50.19,-0.278045893,-0.561124431,-0.475255191
50.2,-1.338561137,-2.411613994,0.062233766
50.21,-1.120640681,-0.258562643,-0.21114846
50.22,-0.721278839,1.561095288,-0.564880925
50.23,-0.42229729,-0.164739245,0.126601175
50.24,-0.338501182,0.600610454,1.287495341
50.25,-0.304911687,0.111585482,-0.208753327
50.26,-0.684073113,-2.093444497,0.071178762
50.27,0.84208953,0.902751496,0.829199979
50.28,-0.762184345,-0.588832259,-0.042123229
50.29,-0.408540594,-0.356908587,0.166320996
50.3,-1.589547576,-0.826536045,-0.452210452
50.31,-0.355998961,-0.844295523,0.335544443
50.32,-0.57007977,-0.579683729,0.126455465
50.33,-1.114352992,-2.500668185,-0.082731961
50.34,0.3811558,-0.733316366,-0.656090122
50.35,0.504291956,0.423066022,0.088183156
50.36,-0.482531008,0.157378253,-0.176278245
50.37,-1.323545501,-0.08038511,0.097192889
50.38,0.099738089,-0.705434153,0.645471752
50.39,-1.220875455,-1.393773204,0.401119342
50.4,0.350257,-0.477076473,-0.397323789
50.41,-0.097485953,-0.885071461,1.339000217
50.42,0.916244504,-1.16153425,-0.006409973
50.43,-0.549857483,-0.547158916,0.380327614
50.44,-1.232568448,0.097029878,0.495596431
50.45,-0.947563451,-0.43466294,0.739362588
50.46,0.000608521,0.432484101,-0.022318163
50.47,-2.040978916,-0.133423632,0.112551725
50.48,-0.878880703,-0.249993992,-0.467871719
50.49,-1.740467468,1.664653951,1.009637541
50.5,0.748867241,-0.11960274,-0.025604177
50.51,0.071866701,-0.448224209,-0.883737722
50.52,-1.537835664,0.309141825,0.243606055
50.53,0.540907524,-0.00478188,0.426105449
50.54,0.382075509,-0.988746509,-0.993548577
50.55,0.589220218,-1.934228586,-0.239627266
50.56,0.018710045,0.475833455,0.627337573
50.57,-0.605132738,0.794630288,-0.311898575
50.58,2.214604953,-0.20646569,0.074167028
50.59,2.14740655,-1.782917731,-1.29963722
50.6,-0.133146194,-1.603505753,0.064988539
50.61,1.749617548,-0.735614317,-0.720716185
50.62,0.326265283,-1.77023861,0.095714384
50.63,0.447113989,0.516655554,-0.534260196
50.64,-0.310196464,-0.8719321,0.172901344
50.65,1.000728745,0.546567636,-0.210027005
50.66,1.37350384,-1.014859247,0.767846603
50.67,-0.331620591,-1.353412415,0.805483921
50.68,0.420875422,-1.040282491,-0.354435901
50.69,0.598103994,0.161761624,0.456845793
50.7,0.776173952,-0.292779619,-0.480263879
50.71,-1.064532193,-0.684202156,-0.420801773
50.72,-0.597426822,0.147413345,-0.203838213
50.73,1.054277022,0.204176765,-0.091431904
50.74,-0.296934722,-1.388620384,-0.597953975
50.75,0.247922599,-0.334905757,0.17405722
50.76,0.917711775,2.432021091,1.087647893
50.77,0.266120514,0.849547794,-1.136975236
50.78,1.430252327,0.507258934,-0.327109431
50.79,-1.415120275,-0.678605726,-0.472535155
50.8,2.523330824,0.90196364,-0.598708997
50.81,-0.616585339,0.285046438,-0.365258105
50.82,-0.809558312,0.24827767,-0.243665485
50.83,0.022004952,-2.830186131,0.172724887
50.84,-0.355195848,0.848746428,-0.178118803
50.85,1.077721204,-1.072959239,0.428881661
50.86,-0.583324048,-0.965731664,0.033132032
50.87,-0.137709554,0.871783324,-0.632757578
50.88,-0.611019189,-0.85964922,0.021859023
50.89,0.093478887,1.212976818,0.346621337
50.9,1.098862706,-0.196898449,0.928829921
50.91,-0.327703778,-0.791742695,-0.619578861
50.92,0.409138781,-0.733779996,-0.194269822
50.93,-0.851531163,-1.129247499,-0.573336475
50.94,0.46308558,1.159320841,0.32170259
50.95,-0.695573845,0.244078882,-0.559311918
50.96,-0.581088573,1.035766935,-0.694226662
50.97,-0.100797223,1.194917482,-0.28503015
50.98,-0.785612257,0.553891536,0.459318039
50.99,-0.494113532,-0.699558904,-0.066312782
51,0.490045141,0.163833755,-0.12901022
51.01,-1.073650161,0.130503366,-0.591088064
51.02,-1.129137759,0.639326784,0.090753333
51.03,-0.914487799,-0.775500997,0.338809248
51.04,0.680081609,-0.152894805,0.075187058
51.05,-1.207791454,-0.281373214,0.073313231
51.06,-0.097744667,1.471534578,-0.040965609
51.07,-0.184696928,0.680972806,0.130557504
51.08,-0.458172345,-0.027139699,0.961988171
51.09,-0.59705042,-0.156600306,0.272087639
51.1,-0.944012307,-0.713655217,0.332160626
51.11,0.082652348,0.090503675,0.512552754
51.12,0.354503792,0.31471607,0.230559909
51.13,1.895163129,-0.682690767,-0.467256018
51.14,-0.484570914,1.095904946,0.475063823
51.15,-1.377826398,0.800146924,-0.133951082
51.16,0.429528385,-0.439066564,0.163286144
51.17,-0.270403097,-1.537065464,-0.705821996
51.18,-0.397554984,-0.047317657,0.044988764
51.19,0.862177408,-1.681241829,-0.213624481
51.2,0.176158107,-0.189348642,0.101043773
51.21,-0.584401769,0.496823768,0.054908275
51.22,-0.334741142,-0.167239416,-0.538422653
51.23,0.06281513,-1.757007537,0.304084818
51.24,-0.697404997,1.040281444,-0.807555156
51.25,-1.818054319,-1.54837969,-0.056655521
